amp1,x01,w1,y0
15.78,496.83,17.01,-0.05
16.64,495.91,16.5,-0.04
9.14,496.95,16.49,-0.04
5.23,493.57,15.58,-0.04
13.4,495.13,15.05,0.05
23.83,498.2,15.18,0.24
21.51,494.99,13.64,0.12
14.18,495.47,15.37,0.02
21.79,497.99,16.08,0.06
16.98,498.66,17.26,0.01
14.01,499.64,18.39,-0.08
14.31,496.75,15.79,0.06
24.92,496.28,11.9,0.15
14.16,494.11,12.57,-0.09
4.84,493.2,16.69,-0.13
6.6,492.46,15.3,-0.07
6.28,492.92,15.27,-0.19
6.5,493.07,16.31,-0.09
9.46,494.27,16.64,-0.08
11.02,493.65,15.55,0.04
12.26,495.82,16.33,-0.08
12.14,494.38,15.23,0.03
8.61,494.3,17.03,-0.09
37.12,496.27,13.27,0.02
15.5,494.85,14.33,0.03
6.56,496.4,18.11,-0.12
4.76,497.26,17.77,-0.13
3.0,489.04,16.3,-0.08
6.94,491.77,16.0,-0.06
15.24,498.14,16.97,-0.13
21.74,499.38,16.04,-0.08
13.28,498.61,18.41,-0.07
16.95,502.43,19.52,-0.03
11.89,496.71,18.44,-0.05
7.14,491.06,15.22,-0.09
13.02,493.74,15.11,0.02
25.92,494.5,14.86,-0.06
18.62,494.67,15.81,0.01
10.86,494.41,17.7,-0.09
13.13,493.74,15.48,0.09
21.49,500.44,18.13,-0.02
21.2,502.15,19.09,-0.06
11.65,494.53,17.53,-0.05
15.11,494.48,15.44,-0.02
10.21,493.61,16.48,-0.09
14.93,491.05,13.65,0.05
5.97,491.57,15.66,-0.02
7.97,496.43,18.32,-0.01
12.61,497.56,17.26,0.05
13.84,498.35,17.22,-0.06
11.6,495.23,16.58,-0.05
13.86,494.58,16.42,0.03
11.77,495.87,15.78,-0.0
5.32,490.81,15.65,-0.06
11.95,493.31,14.31,0.03
15.33,496.71,16.38,-0.06
20.44,496.05,15.79,-0.01
23.24,493.1,12.77,-0.12
15.15,497.62,16.13,-0.01
13.06,497.1,17.16,-0.01
12.77,496.89,17.87,-0.01
12.76,496.97,15.66,0.0
12.86,496.18,14.98,-0.11
6.59,493.63,15.18,-0.09
5.07,493.28,15.98,-0.02
10.28,494.54,16.94,-0.04
11.18,495.73,16.88,-0.1
6.73,492.76,15.84,-0.03
10.9,493.27,16.18,0.06
10.59,492.15,15.78,0.03
14.59,492.17,14.42,0.08
14.17,491.87,14.26,-0.09
10.28,494.44,15.92,-0.05
17.24,495.71,16.59,-0.01
12.17,494.9,15.88,-0.09
6.46,492.95,16.17,-0.09
10.5,494.21,15.81,-0.04
7.14,493.7,16.6,0.08
5.0,494.74,18.32,0.05
15.24,501.32,17.94,0.02
21.47,499.07,16.14,0.03
16.21,494.88,16.65,0.13
13.86,497.53,17.34,-0.01
3.78,492.86,18.74,-0.08
8.09,494.42,19.2,-0.03
13.85,494.04,16.68,-0.09
21.96,496.69,16.97,-0.18
12.88,497.36,17.61,0.01
19.95,496.45,16.93,-0.01
35.86,494.65,14.47,0.23
34.7,495.49,15.34,0.16
19.41,496.79,16.14,-0.11
11.91,495.09,16.28,-0.09
18.35,495.76,15.59,-0.07
9.09,495.88,17.44,-0.04
6.42,495.09,18.01,-0.1
3.3,490.03,16.12,-0.0
8.34,493.02,17.15,-0.1
23.26,495.36,15.06,0.07
17.57,496.38,14.91,0.08
9.48,494.06,15.6,-0.07
19.4,496.51,15.08,-0.03
28.46,493.68,13.67,0.18
17.71,490.45,12.95,0.03
18.22,494.24,14.47,-0.03
22.59,498.38,16.11,-0.04
25.08,499.29,15.98,0.08
26.85,495.73,13.6,0.03
7.77,495.66,17.47,-0.11
8.83,495.14,16.14,0.04
16.97,498.09,16.43,0.06
16.93,495.97,15.94,0.13
10.56,495.15,15.53,0.03
4.82,492.35,14.24,-0.1
17.57,497.61,15.57,-0.1
21.66,496.19,15.19,-0.04
15.45,494.36,15.3,-0.01
10.97,491.84,15.8,0.24
14.75,492.91,15.05,0.02
19.72,494.41,15.62,-0.0
19.08,497.59,16.77,-0.1
16.32,496.06,16.57,0.08
12.37,498.04,16.27,-0.09
14.24,493.28,15.74,0.02
13.37,495.2,16.24,0.02
14.16,495.24,15.69,-0.05
20.24,496.8,15.64,0.02
10.98,496.76,17.51,-0.05
13.3,495.88,16.12,0.09
14.15,499.39,17.92,-0.1
15.23,498.41,17.99,-0.19
11.85,497.05,17.98,-0.04
6.99,497.97,19.69,-0.14
6.4,490.64,15.43,-0.0
17.18,495.52,16.15,-0.04
18.12,494.1,15.47,0.01
18.23,496.49,14.42,-0.01
21.21,497.23,14.58,-0.03
25.21,497.1,15.75,-0.0
30.53,497.65,16.31,0.01
26.62,497.2,16.6,-0.09
16.75,494.09,15.44,-0.0
18.96,496.65,15.81,-0.04
21.74,497.67,16.06,0.06
10.27,498.12,18.21,-0.04
6.67,495.12,17.11,0.01
6.84,492.66,16.12,0.03
5.84,490.69,15.38,-0.04
13.78,494.11,14.89,-0.05
17.48,496.42,14.93,-0.05
8.56,494.75,16.44,-0.05
10.77,496.18,17.82,0.02
20.18,492.78,14.25,-0.08
16.71,492.12,14.6,0.05
12.15,492.42,15.08,0.01
12.83,498.55,17.49,-0.05
14.46,499.66,17.27,-0.16
16.93,500.94,17.8,0.02
13.83,494.05,15.59,0.07
14.07,494.63,15.11,0.11
18.58,498.26,16.02,0.0
13.09,494.44,15.27,0.03
6.38,491.53,13.56,0.03
5.11,493.56,17.71,-0.1
14.53,498.32,17.38,-0.09
21.76,497.47,16.64,-0.06
14.01,495.64,16.28,-0.01
11.68,495.16,16.67,0.09
14.34,498.61,17.32,-0.04
10.3,493.07,16.12,0.03
15.78,497.47,16.94,-0.02
13.08,499.96,18.42,-0.06
24.48,502.73,17.25,0.07
11.47,492.8,16.02,-0.11
13.23,497.34,16.68,-0.09
8.14,492.57,16.1,-0.08
10.38,491.49,15.25,0.01
14.82,494.02,16.07,-0.05
14.34,494.25,16.0,0.01
12.04,499.57,19.32,0.03
13.62,501.73,18.95,-0.03
10.16,498.58,18.57,-0.1
6.5,493.09,15.5,-0.02
4.04,489.79,15.78,-0.07
7.87,494.24,15.99,-0.0
6.67,493.24,16.01,-0.12
16.62,493.77,13.84,0.02
23.58,496.9,16.02,-0.03
18.61,497.59,16.25,-0.07
12.62,497.06,16.75,-0.06
7.68,493.87,17.35,-0.01
18.58,497.21,15.75,0.04
28.28,499.68,15.91,0.05
20.24,499.36,16.55,-0.05
11.58,495.66,15.7,0.1
17.53,495.78,16.59,0.04
21.25,496.93,16.33,0.02
9.18,493.83,15.5,-0.12
15.77,495.97,15.38,-0.03
22.79,497.28,15.0,0.03
8.77,494.25,16.42,-0.05
6.62,491.33,15.41,-0.02
21.38,493.98,14.98,0.05
22.65,494.11,15.0,0.06
11.31,495.66,16.23,-0.06
14.66,500.48,17.03,-0.03
15.59,497.17,16.78,0.03
14.17,501.1,19.31,-0.12
7.7,492.73,16.76,-0.13
9.3,494.99,17.52,-0.04
10.88,496.87,17.05,-0.11
12.45,496.21,14.76,-0.1
13.36,495.93,14.92,0.02
9.98,494.79,16.6,-0.03
18.23,493.46,16.26,0.03
25.21,494.36,16.11,-0.02
15.26,494.85,16.82,-0.07
8.5,493.15,15.12,0.06
5.48,496.39,20.32,-0.13
4.89,493.49,20.49,-0.05
5.81,492.58,17.42,-0.01
10.44,496.31,18.54,0.02
20.28,502.79,19.5,0.07
8.99,495.46,16.54,-0.07
15.48,496.45,15.52,-0.04
9.16,494.14,15.8,-0.05
7.35,488.02,14.98,-0.03
12.18,493.86,17.17,0.12
15.97,501.76,20.85,-0.04
18.57,502.84,20.52,0.02
17.41,498.58,17.63,-0.01
23.19,499.28,15.97,-0.01
18.08,495.52,15.37,-0.09
8.17,497.49,17.77,0.06
12.2,498.66,17.42,-0.02
13.39,493.18,16.11,-0.04
21.27,494.15,15.38,-0.02
20.04,494.93,15.87,-0.09
14.1,494.26,14.66,0.05
6.88,494.54,16.05,0.1
8.8,494.05,16.33,-0.11
20.81,496.54,15.14,-0.0
15.25,498.15,16.79,-0.14
11.81,496.12,16.68,-0.08
13.29,496.45,16.36,0.05
19.76,494.76,16.42,-0.03
20.63,499.64,17.04,0.02
12.76,495.63,15.18,-0.06
16.24,497.4,16.41,0.07
24.88,497.28,17.13,0.01
11.72,492.37,14.72,0.06
15.46,494.33,14.71,0.14
22.37,494.74,14.27,0.03
21.86,497.97,15.96,-0.01
16.9,495.6,15.11,0.03
17.44,497.49,16.53,0.03
20.32,495.99,15.63,0.12
11.05,497.87,17.75,-0.01
8.15,496.13,18.12,-0.14
11.26,494.34,16.75,-0.06
10.18,496.5,16.67,-0.06
14.17,495.56,14.13,0.04
15.3,496.4,15.33,-0.05
9.78,496.96,17.02,-0.08
11.27,496.02,17.88,-0.05
14.56,498.0,19.0,0.02
11.83,494.11,17.14,0.0
3.17,488.65,17.02,-0.01
10.31,499.4,25.22,-0.16
11.22,500.61,24.22,-0.15
5.14,492.87,18.5,-0.08
6.62,492.72,16.69,-0.09
12.02,497.91,17.04,-0.04
8.41,493.95,15.38,0.04
13.55,496.35,15.81,0.01
9.53,492.93,16.25,-0.11
11.69,494.24,18.82,-0.01
17.42,497.34,17.33,-0.04
28.62,498.69,17.14,0.04
14.63,498.11,18.43,-0.01
14.44,496.41,16.71,0.05
18.54,496.42,15.95,-0.02
15.22,494.43,15.65,-0.05
11.85,498.66,18.1,0.09
25.15,501.46,17.17,0.02
20.84,496.8,15.27,-0.0
16.65,496.55,14.99,-0.06
10.51,494.96,16.07,0.02
8.73,494.54,16.33,-0.06
4.09,493.97,17.57,0.02
8.9,494.5,15.67,-0.09
14.79,495.93,14.23,-0.02
8.38,496.1,16.67,-0.07
8.75,494.84,16.98,0.03
7.23,494.67,16.98,-0.02
10.94,494.92,16.94,-0.02
19.33,496.7,15.98,-0.05
18.65,493.59,13.38,0.04
15.45,495.64,16.83,-0.05
15.13,497.53,17.97,0.04
13.48,492.28,15.72,-0.12
15.28,492.74,14.34,-0.06
9.12,492.58,14.93,-0.01
10.69,492.05,15.43,0.07
12.79,495.26,16.66,-0.01
12.8,496.64,16.58,0.02
14.74,499.13,17.99,-0.07
13.94,497.77,17.1,0.02
18.12,494.91,15.59,0.02
14.56,496.38,17.72,-0.02
18.05,497.67,16.04,-0.04
23.26,497.28,14.17,0.13
10.47,495.61,15.54,-0.18
9.43,494.92,15.05,0.05
14.13,496.18,14.76,0.04
5.97,496.85,18.37,-0.11
3.01,496.11,19.19,-0.08
1.63,492.8,24.13,-0.22
4.67,496.8,21.43,-0.06
6.31,494.37,16.79,-0.03
6.64,497.28,17.17,-0.04
4.59,492.66,16.78,-0.13
8.96,496.48,15.89,0.0
5.93,491.89,17.27,-0.05
10.49,494.76,16.63,-0.0
13.04,492.48,14.97,0.05
19.66,496.56,14.59,-0.02
15.92,495.28,14.56,0.03
19.35,495.91,15.61,-0.1
19.53,498.33,16.1,-0.08
10.45,494.76,16.68,-0.03
10.37,495.05,17.13,-0.01
8.11,493.63,15.89,-0.14
7.23,494.22,16.76,-0.08
14.78,497.11,17.5,0.08
19.47,499.25,18.5,-0.08
14.74,500.37,19.57,-0.02
9.83,494.89,17.75,-0.09
10.52,495.01,16.94,-0.04
11.08,494.35,15.25,-0.09
5.37,492.22,15.37,-0.05
15.34,495.22,14.14,0.1
26.02,497.71,15.07,-0.03
19.32,496.27,16.2,-0.01
8.05,496.82,18.91,-0.12
9.27,494.78,17.19,-0.07
24.55,495.62,13.16,0.1
17.36,493.6,13.17,-0.02
14.91,495.82,14.66,0.01
27.26,497.09,14.7,0.06
16.81,492.98,15.31,-0.08
7.96,495.31,17.39,-0.02
7.65,494.28,17.89,-0.03
16.1,490.76,14.01,-0.01
30.96,496.41,15.85,0.0
11.9,499.09,17.77,-0.08
10.09,497.78,17.25,0.02
16.36,497.76,16.18,0.05
17.32,493.51,14.46,-0.0
18.45,495.23,14.58,-0.0
16.6,497.15,14.39,-0.02
9.04,496.85,14.98,-0.05
6.44,496.11,17.6,-0.06
13.2,495.18,14.32,0.05
19.23,495.6,14.56,-0.09
9.68,495.84,16.2,-0.1
3.82,496.58,19.24,-0.13
6.43,498.54,18.3,-0.07
10.68,496.98,16.92,0.03
13.37,493.67,13.9,-0.13
14.19,494.59,13.81,0.01
7.22,496.32,17.13,-0.1
7.24,498.89,19.43,-0.06
4.26,493.86,17.4,-0.16
7.07,493.28,16.51,-0.12
16.29,497.5,18.13,0.0
24.06,496.07,14.82,0.06
13.77,496.84,15.89,-0.04
19.3,499.17,16.13,0.01
27.94,501.42,16.18,-0.01
9.77,495.08,17.05,0.05
19.2,496.7,16.93,-0.11
20.93,497.56,15.6,0.03
8.18,494.34,16.69,-0.2
12.48,495.24,17.39,0.03
16.12,497.02,17.43,-0.04
16.61,499.15,16.16,0.08
10.65,495.13,15.68,0.01
9.86,491.23,15.19,-0.1
20.14,492.72,13.86,-0.01
17.13,492.1,13.21,0.09
24.53,493.43,13.82,0.11
26.4,497.93,15.63,-0.01
17.87,498.21,17.67,0.05
14.37,499.92,20.07,0.0
12.73,494.6,16.16,0.07
15.81,492.03,14.64,0.01
5.54,490.43,15.22,-0.06
5.24,491.66,16.09,0.01
15.44,495.05,14.9,0.07
12.46,495.92,17.07,0.07
19.97,494.65,15.76,0.02
15.31,494.61,16.85,0.02
13.86,494.8,15.58,-0.06
15.88,495.71,16.02,0.0
9.75,495.77,17.0,-0.09
11.68,493.47,13.87,-0.01
10.24,493.1,15.93,0.03
13.28,495.36,16.69,-0.07
15.66,499.01,17.54,-0.01
16.56,496.08,14.33,0.15
15.63,494.24,14.74,-0.02
12.19,494.54,15.66,0.07
13.71,494.22,15.23,0.02
16.3,494.94,15.4,-0.17
9.63,495.5,17.39,-0.03
8.4,495.0,16.61,0.07
13.91,499.77,16.76,0.02
21.32,495.81,14.78,0.08
19.08,493.53,14.71,0.02
16.34,493.04,13.61,0.15
10.59,497.27,16.05,-0.03
6.87,492.37,15.56,-0.04
11.51,496.69,15.95,-0.03
10.66,495.8,15.55,-0.02
12.86,500.43,19.74,-0.12
15.66,499.33,18.62,-0.05
17.25,504.52,18.72,-0.03
8.07,496.26,17.93,0.01
7.59,492.95,15.99,0.03
12.86,495.17,16.41,-0.05
22.99,499.03,17.36,0.08
22.23,498.81,15.86,0.01
12.25,496.16,17.47,0.01
9.72,493.67,15.49,-0.04
11.46,495.15,15.2,-0.02
20.66,496.74,14.09,-0.06
12.48,495.23,15.28,-0.07
11.09,494.42,15.27,-0.04
12.73,491.27,13.41,0.04
27.46,493.52,13.4,0.04
34.21,497.53,16.08,0.19
15.69,493.15,15.87,0.02
12.58,497.38,18.52,-0.1
27.04,499.82,16.22,0.02
17.51,497.59,16.77,0.08
14.31,495.77,18.46,0.03
6.83,496.41,19.6,0.0
8.22,492.27,14.62,-0.03
19.64,495.93,14.77,0.08
18.95,496.11,16.26,-0.85
20.47,493.83,14.79,-0.03
13.7,492.61,15.06,-0.06
8.41,493.81,15.92,0.07
6.99,493.82,17.59,-0.04
16.04,495.17,15.11,-0.1
19.86,494.0,13.92,0.02
13.66,492.33,14.75,-0.06
10.39,492.69,15.65,-0.08
12.91,497.16,17.72,-0.01
21.46,496.55,14.73,-0.15
18.63,497.27,16.76,0.03
13.95,496.74,16.51,-0.07
10.09,495.52,18.1,0.02
8.92,492.33,15.61,-0.0
8.05,496.91,20.31,0.01
16.44,499.89,18.56,0.01
14.14,497.38,16.91,0.04
11.98,500.62,19.91,-0.04
12.32,494.69,16.49,-0.02
7.88,493.1,16.0,-0.08
7.09,494.94,17.03,0.0
10.95,496.93,18.02,-0.02
19.62,497.2,14.92,0.02
9.45,494.3,15.31,0.05
12.6,491.8,14.92,0.04
14.84,496.02,15.79,0.06
13.79,498.03,17.15,0.05
16.09,494.41,14.98,0.11
17.57,496.66,16.15,-0.04
22.97,497.17,16.05,-0.06
29.29,500.95,18.78,0.22
22.48,498.6,17.8,0.12
12.3,497.0,18.24,-0.05
13.9,497.58,17.23,-0.07
14.86,496.54,15.65,-0.02
14.1,498.16,17.01,-0.03
20.14,495.98,14.13,0.01
14.09,495.9,14.66,0.05
17.3,494.9,13.06,-0.02
26.32,498.07,15.44,0.1
33.33,502.45,16.49,0.07
14.68,501.04,18.34,-0.01
13.91,497.44,17.86,-0.07
16.0,495.66,15.83,-0.06
11.13,497.16,17.32,0.07
20.48,499.5,17.76,0.03
18.17,495.48,15.56,0.11
14.02,495.39,15.76,-0.07
14.8,498.71,17.42,-0.05
16.12,497.76,17.83,-0.09
23.64,495.51,15.0,0.04
18.06,496.12,16.01,-0.11
11.17,493.57,14.35,-0.14
16.66,496.14,15.24,-0.01
21.1,498.2,15.72,0.0
10.3,495.45,16.12,-0.03
7.76,492.22,16.21,-0.01
11.63,493.23,16.09,-0.05
10.28,493.75,16.94,-0.02
8.62,493.1,16.16,0.0
10.71,495.58,16.83,-0.04
20.19,495.61,14.35,-0.02
12.63,498.25,18.55,-0.07
10.19,494.57,15.82,-0.05
14.14,495.14,14.66,0.2
29.02,498.15,13.76,-0.05
19.64,497.64,15.78,-0.03
12.82,498.72,18.08,0.01
13.59,496.63,15.12,0.08
9.89,495.09,16.3,0.06
8.52,496.25,18.1,0.03
12.11,497.93,18.74,-0.08
9.0,494.98,16.82,-0.0
9.07,495.4,15.9,-0.03
8.8,494.32,16.44,-0.08
9.16,493.3,15.89,-0.06
7.87,490.63,14.1,0.03
19.66,496.35,15.31,0.08
21.16,499.58,15.99,-0.18
15.03,495.22,15.33,0.11
17.74,496.09,16.32,0.12
14.26,496.79,17.33,-0.04
9.35,497.64,18.79,0.01
14.33,501.37,18.99,-0.07
12.46,497.71,17.93,0.06
10.92,497.55,17.62,-0.04
17.05,497.4,14.99,-0.01
10.54,495.8,15.46,-0.04
14.72,497.26,15.79,-0.07
23.51,497.79,15.55,0.01
24.3,498.98,16.01,-0.02
36.2,497.37,14.96,0.2
27.24,495.84,15.47,0.01
10.07,494.44,16.64,-0.07
14.56,497.72,16.65,0.09
25.37,499.49,16.79,0.0
30.43,493.09,12.77,0.07
20.75,492.1,12.81,0.19
12.38,497.08,16.13,0.04
11.52,499.45,18.07,-0.01
14.0,495.98,16.06,0.01
9.56,494.74,15.92,-0.07
8.0,493.03,14.97,-0.05
19.04,493.46,15.16,-0.07
36.82,495.92,14.32,0.19
19.43,493.82,13.47,0.05
10.66,493.03,15.91,-0.1
17.2,496.78,17.03,-0.01
8.5,491.75,17.08,-0.08
8.63,492.95,15.63,-0.06
10.6,494.75,15.87,-0.07
13.7,495.9,16.43,-0.07
15.56,498.05,17.71,0.04
22.84,495.95,15.43,0.0
22.21,495.23,15.37,-0.02
21.88,498.21,15.6,0.02
23.35,496.62,14.32,0.06
20.28,494.96,14.64,0.04
17.83,496.7,16.39,0.05
10.03,495.43,16.13,0.01
6.68,493.12,17.84,0.06
17.76,496.26,17.74,-0.02
14.66,499.01,18.12,-0.1
11.61,496.17,16.18,-0.1
6.61,494.08,15.43,-0.02
5.02,492.1,15.92,-0.04
3.33,491.53,18.0,-0.02
9.17,495.66,15.85,-0.05
15.38,497.16,14.32,-0.04
10.83,493.79,14.53,0.07
15.88,494.79,16.19,-0.06
17.39,496.07,16.58,0.03
11.45,495.69,16.45,0.01
6.67,496.92,19.24,-0.1
3.92,494.7,19.46,-0.2
3.7,491.32,17.34,-0.06
8.02,494.44,15.29,-0.03
4.94,492.55,16.0,-0.05
11.05,495.62,16.44,-0.11
22.83,497.35,15.83,0.05
23.83,497.33,16.19,0.03
18.73,492.97,14.94,-0.02
18.78,493.0,14.97,0.01
3.6,490.88,18.27,-0.17
5.69,493.75,17.5,-0.08
10.7,493.2,14.64,-0.1
16.3,492.93,13.38,-0.08
12.13,492.73,14.61,0.02
10.09,495.7,17.04,-0.04
12.94,493.1,15.43,-0.01
15.37,493.38,13.94,-0.01
6.12,493.15,16.95,-0.03
12.49,495.87,16.04,-0.02
21.18,493.69,15.04,0.04
24.04,495.41,14.19,-0.04
21.29,496.0,15.58,-0.02
12.55,494.06,16.39,-0.07
20.82,494.63,14.93,-0.08
10.59,492.87,14.59,-0.05
20.35,497.6,16.31,0.07
15.06,495.62,16.63,0.03
12.35,494.59,17.15,-0.04
15.5,495.13,15.88,-0.07
26.1,494.84,13.26,-0.01
19.52,491.3,13.56,0.03
16.74,494.22,15.22,0.01
13.43,494.33,13.94,0.15
19.78,494.73,14.29,-0.06
15.2,491.7,13.42,0.01
9.15,494.66,14.87,0.04
10.99,496.6,16.9,-0.02
17.77,498.88,17.12,0.13
12.62,493.93,14.68,-0.08
9.68,493.31,14.38,-0.01
8.81,495.77,17.29,-0.02
13.93,494.04,16.36,-0.04
13.83,496.85,16.6,-0.02
13.26,496.93,15.78,0.05
29.25,497.02,13.73,0.06
21.72,497.05,14.28,-0.02
19.81,494.67,15.56,0.0
16.9,496.35,16.96,-0.1
20.77,494.18,14.64,-0.05
13.82,495.59,15.09,-0.03
3.83,493.15,16.92,0.01
3.92,491.43,13.96,-0.11
5.92,492.59,15.17,-0.11
2.33,492.04,20.88,-0.11
5.41,491.83,17.07,-0.02
24.8,492.41,14.04,0.01
24.35,495.05,15.98,0.05
11.83,493.56,16.21,0.06
12.65,492.37,14.36,-0.03
9.9,494.63,16.57,0.04
4.96,492.11,17.48,-0.07
4.79,490.39,17.07,-0.15
13.73,495.0,16.95,-0.02
13.68,496.56,17.19,-0.07
6.79,494.82,18.78,-0.04
11.15,489.01,12.98,0.06
21.93,492.78,13.62,0.03
22.23,496.51,15.15,-0.03
22.6,496.59,14.78,0.05
26.07,494.38,13.72,0.07
24.92,495.62,15.25,0.1
14.97,496.7,17.37,-0.01
11.43,495.89,16.38,-0.06
9.46,493.68,15.62,0.01
9.99,494.19,16.79,-0.04
11.17,496.74,17.9,0.05
10.36,496.84,17.6,-0.05
11.2,496.35,17.35,-0.02
13.5,494.35,16.39,-0.01
16.33,495.97,16.14,0.07
17.86,496.49,17.01,0.15
13.75,494.08,14.94,0.21
9.2,492.75,15.33,-0.07
18.45,492.21,13.85,0.01
15.08,492.49,15.44,-0.01
8.75,496.11,15.83,-0.0
12.95,498.05,15.84,0.03
12.7,498.24,16.97,0.03
7.49,497.07,17.69,0.08
10.15,497.82,17.14,-0.02
8.8,491.64,16.67,-0.05
25.33,502.04,19.42,0.12
26.56,502.5,19.15,-0.12
13.5,494.74,15.9,0.02
15.77,496.74,14.64,0.02
11.28,496.9,14.63,0.01
9.58,495.7,15.36,-0.08
12.35,493.92,15.87,-0.01
22.12,495.04,14.91,0.03
16.13,496.47,15.58,-0.01
4.91,495.03,17.29,0.0
10.33,496.46,15.63,-0.06
12.44,496.07,14.71,0.01
10.99,497.6,17.7,-0.1
17.69,501.12,17.42,-0.04
16.24,494.04,14.96,-0.01
8.21,494.68,16.92,0.03
3.47,491.84,19.07,0.01
11.16,492.53,15.55,-0.08
15.66,493.97,15.65,-0.02
8.57,494.7,17.3,0.09
7.03,494.21,18.06,-0.12
8.86,493.94,16.42,-0.03
11.08,495.15,16.5,-0.03
12.49,495.14,17.15,-0.07
11.59,494.78,16.44,0.03
20.74,492.41,13.89,0.14
29.19,495.67,13.87,0.04
18.57,495.49,15.0,-0.01
14.92,495.65,15.72,-0.05
8.16,492.11,15.8,-0.12
8.66,492.78,14.21,-0.03
11.58,496.32,15.8,-0.04
8.51,496.73,18.17,-0.01
10.09,497.81,18.48,0.06
14.72,502.7,18.26,-0.0
14.08,496.4,16.78,0.02
10.63,494.22,16.99,0.03
8.47,495.61,18.44,-0.01
9.97,497.69,18.72,-0.1
22.1,496.73,15.85,0.5
18.74,497.69,15.89,0.81
14.87,495.24,16.93,0.01
16.29,495.43,15.56,0.23
19.96,500.08,17.64,-0.02
7.03,496.02,21.25,-0.04
11.27,494.24,15.94,0.02
17.58,496.04,14.72,-0.04
15.34,497.19,16.44,-0.04
15.09,498.08,18.2,-0.05
11.56,489.57,16.06,0.08
17.51,499.95,19.17,-0.07
18.21,501.06,19.09,-0.11
14.29,499.37,18.39,0.0
9.6,495.33,15.85,-0.06
10.71,494.18,13.85,-0.01
12.87,496.94,14.04,0.1
9.66,493.91,15.42,-0.09
11.94,495.63,16.25,-0.12
9.16,496.97,17.6,0.03
12.56,495.03,15.81,-0.09
14.7,499.99,17.43,-0.03
10.03,496.4,16.98,0.04
27.32,498.37,15.14,0.12
29.36,499.76,15.61,0.04
31.37,499.08,14.97,-0.04
13.1,498.22,16.13,-0.15
6.54,494.38,16.79,-0.1
7.51,494.13,20.01,-0.02
11.38,495.41,19.03,-0.02
7.12,493.24,17.54,-0.03
11.26,496.82,17.73,-0.13
11.45,495.5,17.21,-0.0
8.58,494.96,17.53,-0.05
18.87,499.32,19.2,0.03
31.74,496.69,14.27,0.02
21.1,492.52,13.36,0.02
15.38,494.94,14.86,0.09
12.29,497.74,17.87,-0.09
12.94,495.66,16.36,-0.13
11.09,493.94,15.36,0.05
3.53,489.94,17.7,-0.08
4.34,494.39,19.25,-0.02
5.39,493.33,16.1,-0.08
8.42,496.54,16.34,-0.05
12.05,501.03,18.93,-0.01
11.27,495.64,17.21,-0.12
11.33,493.68,15.84,-0.09
15.0,493.81,14.37,0.01
11.41,494.54,15.5,0.01
14.33,497.05,16.45,0.15
18.84,499.37,17.24,-0.0
12.2,496.83,17.12,0.06
14.04,495.04,15.7,-0.01
14.43,495.31,15.94,-0.02
5.7,492.73,19.58,-0.02
8.82,493.38,15.68,-0.06
19.86,497.96,14.32,0.02
9.49,493.01,15.77,-0.02
7.31,491.47,18.48,-0.05
20.17,490.22,14.62,0.13
22.49,495.3,16.03,0.03
9.69,495.83,17.52,-0.06
8.34,496.76,17.73,-0.04
11.61,495.56,16.64,-0.07
8.73,494.89,16.09,-0.06
9.18,496.24,16.95,0.0
14.09,496.2,16.5,-0.03
16.93,494.96,15.95,0.05
17.52,498.38,17.73,-0.1
12.34,498.69,17.78,-0.01
8.92,495.12,16.51,-0.11
14.92,494.33,14.54,-0.1
19.7,495.82,14.73,0.1
18.71,498.25,16.17,-0.03
30.19,499.94,15.63,-0.05
17.55,498.29,15.89,-0.09
13.29,493.18,16.05,-0.03
20.27,490.91,14.43,0.06
15.58,492.88,15.3,-0.05
8.7,493.91,16.23,-0.02
22.55,499.85,17.53,0.01
13.84,498.74,18.51,0.0
18.62,494.46,15.51,-0.03
20.0,494.48,15.08,-0.01
18.52,493.59,14.21,0.0
6.93,488.05,14.16,0.02
7.61,493.75,16.2,-0.02
5.7,494.76,18.4,-0.06
11.98,491.87,12.71,-0.02
11.73,493.53,14.66,-0.05
5.65,489.62,15.22,0.11
3.81,492.33,16.37,-0.05
6.1,495.63,15.69,-0.13
4.8,493.44,16.91,-0.12
11.46,497.47,18.06,-0.05
15.55,497.0,17.28,-0.1
14.12,492.09,14.06,0.01
15.55,493.16,14.0,-0.01
14.69,494.53,15.37,-0.15
16.45,496.18,15.98,0.02
14.86,497.29,16.38,0.03
13.85,496.02,15.58,-0.05
8.18,491.27,14.61,0.06
4.56,490.58,15.82,0.01
4.27,492.15,16.27,-0.07
6.82,491.65,14.52,-0.04
15.66,494.92,15.5,0.08
2.64,487.06,16.73,-0.16
4.64,490.91,18.36,-0.07
8.18,493.27,17.33,-0.07
15.05,495.8,16.15,0.02
10.96,495.27,16.6,-0.01
9.66,496.03,16.37,-0.03
12.49,498.78,16.73,-0.13
11.45,496.21,17.07,-0.09
11.88,497.63,17.49,-0.17
12.76,497.24,16.96,-0.06
17.09,493.79,14.71,0.09
19.33,498.43,16.61,0.07
11.76,497.59,17.92,-0.02
8.15,493.44,16.04,-0.13
14.53,493.24,14.31,0.02
18.98,497.75,15.53,0.0
12.4,494.98,16.06,0.02
11.55,493.94,15.25,-0.02
6.07,493.9,16.7,-0.05
