amp1,x01,w1,y0
12.46,494.01,16.22,0.17
16.39,494.93,15.12,-0.05
13.87,495.79,16.02,-0.16
13.99,498.41,17.44,-0.08
16.86,499.12,16.31,0.09
15.02,498.02,16.47,-0.04
17.45,494.24,14.59,0.14
18.9,493.03,13.62,0.05
11.32,491.36,13.95,0.09
6.25,487.95,13.54,0.12
4.13,488.44,14.54,-0.23
8.33,492.32,14.88,-0.07
11.65,494.98,15.03,0.26
11.47,495.72,16.39,-0.15
9.09,494.61,16.39,-0.19
7.02,493.81,17.68,-0.12
10.41,496.8,16.8,-0.14
12.36,499.09,18.06,0.03
14.61,498.76,17.4,-0.02
17.36,497.71,15.92,-0.0
18.87,496.72,14.95,-0.03
11.16,494.35,15.49,0.08
7.06,496.11,19.3,0.23
10.48,500.05,21.09,-0.11
14.23,498.37,17.98,-0.05
15.01,495.26,15.43,0.04
16.45,494.31,15.03,-0.07
20.53,492.73,13.86,0.05
14.36,491.75,13.89,0.1
7.72,491.91,16.52,0.12
10.9,491.78,14.22,-0.24
13.05,494.23,16.41,0.04
13.22,494.12,15.57,0.15
13.74,492.26,14.71,-0.09
12.98,493.81,15.68,-0.21
13.21,499.21,17.58,-0.27
10.03,498.9,18.93,0.1
8.36,494.52,19.6,-0.06
10.54,493.22,17.24,-0.06
12.38,493.98,16.83,0.24
14.72,491.84,14.47,-0.03
16.0,492.51,14.15,0.08
17.09,491.89,14.66,0.01
21.81,492.2,14.3,0.02
23.79,492.79,13.98,0.01
24.92,493.82,14.25,0.03
23.96,495.0,13.75,-0.05
17.17,494.89,13.9,0.16
12.13,494.98,16.85,0.01
12.47,494.32,15.55,-0.04
12.32,493.09,12.77,-0.09
15.83,493.65,13.52,-0.1
22.86,496.17,13.99,0.15
30.92,497.93,14.69,0.0
20.11,498.27,15.37,0.07
6.9,494.61,15.15,-0.41
2.18,494.03,22.53,-0.35
3.1,495.3,20.11,0.06
4.35,497.11,18.54,-0.27
5.79,495.47,17.38,-0.18
6.62,496.58,19.78,0.05
9.23,495.47,19.41,0.09
14.57,495.57,17.25,0.0
19.55,496.07,17.06,0.07
22.34,495.72,15.66,-0.09
23.92,496.2,14.68,0.06
29.67,496.28,14.28,-0.07
30.64,494.19,14.05,-0.05
41.89,492.81,12.47,0.38
34.75,494.04,13.63,-0.17
21.49,496.36,17.0,0.04
29.15,497.81,17.0,-0.03
30.21,498.75,17.26,0.03
19.7,501.09,19.41,0.02
18.9,498.13,16.2,-0.08
12.59,494.53,15.49,-0.01
6.5,491.49,16.26,-0.06
4.59,489.32,17.15,-0.07
4.8,492.24,16.51,-0.05
7.32,492.17,16.35,0.05
9.6,494.71,18.02,-0.03
11.34,498.33,19.69,-0.22
16.03,502.3,19.48,-0.01
16.58,501.39,19.27,0.03
16.47,498.05,16.41,0.08
19.67,497.79,14.96,0.06
16.62,497.72,14.95,-0.28
9.73,495.93,14.87,-0.2
10.37,494.68,15.49,-0.01
14.61,495.84,15.84,-0.07
16.78,496.8,15.32,0.16
17.27,497.04,16.31,-0.03
18.15,497.63,16.06,0.09
17.03,500.19,16.17,-0.02
17.86,501.52,16.66,0.09
13.74,499.39,16.49,-0.04
7.34,496.13,18.68,-0.28
6.75,494.96,18.86,-0.04
7.81,494.72,19.82,0.19
9.44,493.68,17.24,0.15
14.23,493.05,15.07,0.11
17.08,495.1,15.61,-0.26
13.87,495.57,16.14,0.08
14.81,494.57,14.83,0.05
14.51,497.3,16.26,-0.09
12.02,494.23,16.09,0.02
14.88,491.7,13.46,0.11
15.85,492.34,13.6,0.16
10.51,492.04,14.37,0.03
6.17,490.31,14.59,0.03
4.91,491.92,14.87,-0.04
8.07,492.97,15.82,0.14
10.34,494.96,14.97,-0.02
9.59,494.81,16.42,-0.09
10.3,496.43,17.08,-0.1
9.58,496.56,18.1,-0.01
15.49,498.69,17.8,0.1
18.93,498.5,16.94,0.13
16.99,498.95,16.29,-0.03
20.02,498.68,16.07,0.08
20.28,497.08,15.73,-0.01
11.02,495.53,17.86,-0.22
9.28,500.35,23.28,-0.17
11.75,499.64,20.74,0.12
13.43,499.53,18.47,-0.11
16.66,498.65,17.55,-0.03
26.39,496.42,14.8,0.08
28.75,494.91,14.02,0.08
17.35,493.27,14.27,-0.09
10.67,493.84,15.68,-0.29
11.93,493.11,14.86,-0.13
13.86,492.8,14.4,0.05
12.92,493.63,15.34,-0.04
13.61,492.56,15.23,0.02
12.87,492.32,14.34,-0.21
8.03,493.26,15.78,0.12
6.25,492.25,16.05,-0.04
7.23,490.97,19.5,-0.1
10.55,495.58,18.15,-0.02
14.07,495.73,16.93,-0.15
19.54,493.98,15.15,-0.0
20.79,492.5,14.48,0.15
20.53,493.02,15.71,-0.07
24.17,492.43,14.51,0.07
21.3,492.56,14.39,0.11
22.15,491.86,13.46,0.08
16.65,491.55,13.07,0.33
9.7,492.13,15.39,-0.06
8.86,494.51,16.84,0.12
9.92,496.16,16.56,-0.17
11.42,496.08,16.57,-0.07
15.03,496.69,15.7,-0.19
18.51,497.6,14.81,-0.03
23.13,499.34,14.51,-0.18
16.07,499.18,15.61,0.03
5.43,496.13,17.44,0.03
4.63,493.06,14.47,-0.09
7.41,499.17,18.6,-0.21
9.05,499.67,16.37,0.04
6.55,498.5,18.49,-0.13
7.77,496.28,18.78,0.1
11.77,497.29,18.34,-0.19
14.59,498.08,19.0,-0.06
20.87,498.55,18.15,-0.01
22.65,496.16,16.24,0.07
25.64,495.29,15.03,0.12
33.69,493.71,13.63,0.04
28.81,492.54,13.47,-0.03
26.31,491.4,12.78,0.01
22.29,493.51,14.6,0.16
23.44,496.47,16.5,0.14
36.86,498.75,16.82,0.1
36.42,501.33,17.87,-0.05
22.96,503.41,18.65,0.12
13.63,500.81,18.99,0.13
7.31,495.15,16.07,-0.29
4.99,491.62,14.47,0.2
3.75,490.19,15.62,-0.18
4.75,494.58,19.91,0.04
7.27,496.93,19.46,-0.17
10.61,497.84,17.95,0.03
13.14,499.83,17.96,0.02
12.24,500.51,18.05,0.15
14.69,497.67,16.81,-0.1
15.47,496.94,16.77,-0.1
18.3,498.59,15.69,0.09
16.02,499.37,15.78,0.08
11.37,497.99,16.0,0.11
13.28,495.64,14.7,0.0
17.2,496.94,14.68,0.06
18.94,496.48,14.69,-0.12
19.37,495.44,14.58,0.03
15.88,497.13,15.13,-0.09
11.53,500.1,17.61,-0.17
10.92,500.96,18.26,-0.07
9.01,499.4,20.33,0.04
8.76,497.87,19.24,0.05
9.48,497.4,18.56,-0.05
10.09,495.8,18.44,-0.02
10.4,494.44,17.61,-0.36
11.8,494.78,16.66,-0.11
12.87,495.51,16.39,-0.12
14.6,493.37,14.71,0.1
15.43,491.99,13.17,-0.03
11.25,492.44,13.92,0.04
8.31,491.64,15.22,-0.09
10.08,492.06,16.19,-0.1
14.43,493.63,15.15,0.12
14.84,494.61,15.22,0.0
12.97,494.48,13.54,0.03
8.91,492.65,13.9,-0.02
9.38,494.76,14.74,0.18
12.35,496.61,15.17,-0.0
12.02,497.17,16.1,0.07
11.02,495.81,16.43,-0.14
9.27,497.45,17.82,-0.24
20.38,497.43,17.31,0.06
22.7,497.41,16.44,-0.19
21.91,497.22,15.58,0.03
26.34,497.5,14.84,0.01
24.7,497.02,14.3,0.05
16.42,497.04,18.0,0.03
20.32,502.27,21.87,-0.1
20.31,501.79,19.76,-0.21
21.24,501.77,17.43,0.05
30.17,499.61,15.26,-0.12
46.63,499.08,15.35,0.25
41.7,497.65,15.11,0.0
25.88,495.8,14.87,0.03
14.29,494.98,16.06,-0.25
10.53,494.6,16.74,-0.06
10.03,492.99,15.77,-0.02
10.19,492.38,15.62,-0.21
11.94,491.68,15.59,0.01
11.54,491.52,15.01,-0.06
7.87,490.14,14.91,0.04
5.54,491.32,17.87,-0.04
7.45,492.53,17.25,-0.12
8.68,494.14,18.08,0.13
12.63,496.15,17.15,0.17
15.54,494.9,16.53,0.21
18.24,494.26,15.78,-0.05
21.32,493.78,15.6,0.15
24.3,493.74,14.64,0.02
21.18,492.53,13.88,0.2
18.11,492.37,13.25,0.14
12.17,492.4,15.68,-0.05
12.33,495.07,16.47,-0.1
15.35,497.91,15.87,0.09
14.49,498.82,17.03,-0.27
12.58,497.42,17.27,-0.22
12.62,496.58,15.73,-0.14
12.45,498.18,16.41,-0.07
12.31,501.01,17.03,0.11
7.13,500.43,16.55,-0.06
4.23,499.89,19.58,-0.04
8.18,500.03,17.58,-0.05
12.94,499.88,16.59,-0.18
9.96,500.85,18.32,0.01
7.46,498.91,17.21,-0.11
11.76,500.26,17.96,-0.03
12.5,500.28,18.48,-0.05
9.81,501.99,20.42,-0.06
11.51,502.12,21.49,-0.07
12.59,497.75,19.58,0.07
18.14,495.54,17.05,0.2
21.51,495.03,15.39,0.18
20.81,493.71,14.01,0.13
22.02,493.15,13.62,0.1
15.64,494.57,15.52,-0.12
16.34,496.92,17.02,0.03
24.96,499.15,17.69,-0.21
26.04,501.77,18.6,0.05
18.05,501.9,18.56,0.1
10.43,500.1,16.58,-0.08
7.21,494.35,15.15,-0.2
7.05,494.65,14.62,0.06
5.95,491.72,12.63,0.12
4.89,495.31,18.12,-0.1
7.5,496.06,17.32,0.02
12.6,497.44,16.33,-0.01
16.32,499.53,16.71,0.01
15.84,498.84,16.08,-0.01
20.71,494.65,14.79,-0.19
18.88,492.93,14.58,-0.02
16.31,498.39,17.9,0.05
14.37,500.32,17.77,0.12
10.47,496.92,17.31,-0.33
12.94,495.08,14.86,0.04
14.03,495.0,14.53,0.06
15.29,494.58,13.99,-0.12
16.55,494.22,13.96,-0.37
11.98,495.77,15.71,0.02
10.95,497.54,18.71,0.07
10.41,495.87,18.44,0.12
7.03,493.06,17.73,-0.17
9.52,496.29,17.56,-0.05
9.88,496.59,17.81,0.06
9.16,493.97,17.01,-0.03
8.47,494.04,19.5,-0.14
9.53,495.79,18.02,0.01
9.63,495.92,17.65,0.02
9.32,494.62,16.63,-0.05
8.32,490.7,13.23,0.32
5.47,493.27,14.77,-0.23
5.45,493.7,18.01,0.13
8.99,494.1,16.44,-0.16
18.35,493.88,13.52,0.13
24.53,495.37,13.73,0.03
22.78,495.12,13.09,0.07
16.25,495.19,13.37,0.2
13.97,498.37,15.7,-0.06
14.14,498.05,16.04,-0.02
9.69,497.37,17.58,-0.08
6.07,493.96,15.82,-0.01
3.51,495.93,18.1,-0.18
17.77,495.59,16.43,0.01
20.24,495.45,15.63,0.11
24.04,496.16,14.32,0.12
28.64,496.61,14.31,0.07
19.88,495.35,15.3,0.02
16.86,496.31,17.58,-0.21
21.81,500.42,20.08,-0.05
20.89,500.79,18.72,0.03
20.46,499.19,16.7,0.13
29.62,500.67,16.74,0.12
40.61,500.91,16.75,-0.01
36.16,498.58,16.57,-0.11
31.29,494.83,14.73,0.01
19.49,494.44,14.87,0.09
10.66,495.2,16.98,0.13
8.81,494.31,17.66,0.02
10.01,494.76,18.29,0.21
9.58,498.61,22.11,0.08
10.68,495.99,19.05,-0.12
9.49,492.57,17.34,-0.14
8.31,495.01,18.98,-0.12
8.23,497.42,20.15,-0.26
6.96,495.24,18.81,-0.08
6.94,494.43,19.11,-0.08
9.56,493.63,17.97,0.06
12.83,494.0,16.35,0.11
20.98,496.33,15.46,-0.07
32.56,497.29,14.2,0.15
26.32,495.74,13.54,0.12
12.01,493.2,14.67,0.16
10.21,493.93,16.24,-0.01
16.4,496.27,16.16,0.1
21.15,497.48,15.22,0.07
16.51,496.56,15.76,-0.07
12.47,497.09,17.23,-0.03
12.29,494.36,15.67,-0.01
11.28,493.21,16.37,-0.07
7.14,492.43,16.51,-0.04
3.52,491.84,20.58,-0.1
4.91,494.49,16.58,-0.14
9.29,497.66,17.43,-0.05
11.14,497.92,16.52,-0.07
6.61,496.93,18.53,-0.06
6.49,497.47,17.07,0.09
9.34,500.34,18.89,-0.05
8.57,499.16,19.36,0.12
7.35,499.28,20.91,-0.01
9.27,499.84,21.16,-0.2
13.45,497.23,17.86,-0.12
19.02,498.51,17.25,0.05
18.1,499.59,18.71,0.11
20.51,496.27,15.17,0.11
21.34,493.97,13.47,0.13
13.79,494.34,15.16,-0.04
10.97,497.25,17.29,-0.11
12.18,496.96,17.52,0.09
13.83,497.26,17.17,-0.09
11.91,498.7,16.61,0.1
10.18,498.01,15.64,-0.18
7.93,495.76,15.97,-0.11
8.31,494.22,13.54,-0.05
7.98,494.91,13.63,0.05
5.19,494.98,14.53,0.1
5.03,492.87,18.39,0.07
11.27,495.38,16.35,-0.15
17.42,499.25,16.48,-0.02
18.43,499.32,16.65,-0.26
18.78,495.39,14.46,-0.09
12.86,493.69,15.15,-0.05
11.44,498.0,18.62,-0.15
13.74,502.38,19.72,-0.08
11.23,501.67,20.52,0.03
10.54,496.56,17.11,-0.03
10.28,494.41,15.19,0.19
10.99,493.43,14.07,0.1
12.29,491.91,14.22,0.04
11.33,492.68,14.26,-0.05
17.45,492.41,13.56,-0.02
17.16,491.96,13.48,-0.02
8.74,491.35,13.76,-0.1
8.46,495.19,15.83,-0.01
11.14,494.8,16.25,0.06
11.72,494.26,15.45,-0.04
9.85,495.88,17.79,-0.18
8.79,497.75,19.19,0.18
8.78,498.41,17.78,0.07
6.48,496.56,17.39,-0.33
5.48,493.86,17.13,0.01
7.17,494.8,15.26,-0.13
7.59,499.04,17.03,-0.13
7.3,497.75,18.15,-0.02
14.76,494.68,14.13,-0.08
24.11,495.5,13.58,-0.06
24.71,496.31,13.74,0.09
20.51,498.7,14.85,-0.06
18.57,501.36,16.5,0.19
15.54,499.42,17.54,0.09
11.32,496.93,17.17,0.02
4.99,493.59,16.19,-0.08
2.2,490.26,23.61,-0.26
14.41,495.59,15.47,-0.1
15.75,495.83,15.31,0.04
18.57,497.4,15.13,0.01
20.0,497.25,15.28,-0.07
11.46,494.19,15.43,-0.02
10.05,495.25,17.82,0.16
12.51,497.93,18.61,0.18
11.22,497.69,19.64,0.02
11.58,495.7,17.58,0.09
17.5,499.47,17.95,-0.01
25.14,498.87,17.56,-0.24
32.46,495.09,15.27,-0.23
34.52,493.56,13.76,0.13
21.56,494.3,15.08,-0.28
13.24,494.6,15.4,-0.25
8.14,495.54,19.12,-0.34
12.49,503.16,23.9,-0.08
19.13,509.67,23.9,-0.11
18.92,503.19,21.75,-0.15
14.8,495.8,17.95,0.08
11.21,496.39,18.05,0.08
9.98,499.95,19.55,0.04
6.26,496.52,17.91,-0.09
4.65,492.65,19.52,0.12
6.34,491.87,16.46,0.13
8.87,494.98,16.38,-0.07
19.9,497.71,15.09,0.22
38.57,498.29,14.06,-0.02
29.98,496.68,13.6,0.19
11.19,495.02,15.59,-0.14
9.42,495.17,16.02,-0.03
12.41,496.28,15.84,0.25
14.85,495.93,14.83,-0.2
14.11,494.36,15.11,0.02
18.96,494.99,14.78,0.0
18.31,495.39,16.16,-0.04
15.29,493.92,17.73,-0.16
8.68,493.49,19.15,-0.05
4.82,491.53,17.45,0.11
5.95,495.29,16.64,0.21
11.08,495.43,14.98,-0.14
12.64,497.0,15.22,0.02
10.81,495.07,15.26,-0.19
6.67,495.02,17.86,-0.28
5.91,494.83,17.52,-0.24
5.64,495.31,18.05,0.02
9.1,496.66,17.76,-0.11
14.36,496.95,17.27,-0.38
17.49,496.82,16.49,0.04
20.03,497.68,16.41,-0.05
17.74,496.63,16.25,-0.11
12.64,495.64,15.85,0.06
8.24,494.11,17.24,-0.28
6.62,493.59,17.33,-0.15
7.6,498.2,21.41,-0.08
9.11,498.49,17.07,-0.18
8.37,497.05,17.34,-0.21
7.64,495.85,16.58,-0.17
7.6,495.52,16.42,0.01
9.73,493.6,14.14,-0.02
16.01,495.04,12.84,0.0
22.75,496.58,10.86,0.07
12.52,495.52,11.32,0.14
7.04,493.9,16.8,-0.05
14.84,495.76,16.77,0.18
19.99,497.82,16.62,-0.0
18.41,495.98,15.9,0.04
14.21,493.4,14.71,-0.05
9.55,493.4,16.55,-0.13
9.77,500.42,18.84,-0.03
14.37,503.75,19.93,-0.3
14.53,502.91,19.52,0.02
12.89,497.37,16.84,0.08
12.6,496.77,15.92,0.14
14.26,495.88,14.62,0.04
13.81,493.58,14.33,-0.08
14.53,492.4,13.95,-0.15
24.34,490.81,11.86,-0.04
21.4,490.26,12.08,0.02
9.76,490.29,12.58,0.13
8.07,492.62,15.44,0.04
13.1,494.01,15.35,0.04
16.5,495.93,15.6,0.2
13.03,495.7,15.42,0.05
8.53,497.03,17.46,0.04
8.08,497.24,16.82,0.0
7.3,496.16,16.92,-0.05
9.74,494.7,14.58,-0.1
14.77,495.46,11.79,-0.01
11.72,496.28,13.03,0.03
6.52,494.43,16.46,0.05
10.67,494.05,15.54,0.15
19.75,496.42,14.89,-0.01
22.96,498.97,15.8,-0.09
24.62,502.11,16.44,0.23
22.37,503.19,18.53,0.35
18.69,500.78,18.12,0.21
15.4,497.66,17.34,-0.04
7.49,494.38,16.13,-0.02
3.73,490.2,12.74,0.04
12.76,496.05,16.48,0.05
13.92,496.35,14.99,0.17
12.63,497.01,15.25,0.03
9.25,495.67,15.84,0.12
5.79,492.1,17.32,-0.2
7.03,497.86,19.44,-0.15
8.9,499.26,18.25,-0.25
7.91,495.85,17.01,0.22
8.17,492.54,15.62,0.07
12.52,493.4,15.77,0.16
24.39,493.84,14.54,-0.02
30.93,493.81,14.26,0.17
27.29,495.54,15.47,0.11
21.98,497.77,16.69,-0.19
13.5,498.22,17.81,-0.06
9.03,497.07,18.96,0.11
14.72,503.76,22.88,-0.14
23.31,506.14,22.88,0.03
24.21,499.82,19.54,0.03
18.51,494.33,15.65,-0.18
10.55,495.05,17.65,-0.04
8.21,494.29,18.82,0.08
9.21,492.92,16.39,-0.08
9.02,494.09,16.63,-0.01
9.32,493.23,15.94,-0.08
11.49,495.03,16.13,0.01
18.99,498.45,15.44,0.01
26.44,498.98,15.68,0.08
20.26,497.57,16.28,0.15
11.69,495.49,15.84,0.01
7.52,497.09,17.25,0.19
6.48,496.21,17.45,-0.07
7.51,495.35,16.83,-0.09
15.31,495.14,14.14,0.07
22.06,497.23,14.83,-0.01
17.6,499.78,17.85,-0.17
17.27,501.48,19.22,-0.15
13.57,500.03,19.66,-0.06
8.48,495.99,17.81,-0.2
10.99,499.47,18.47,-0.08
14.42,499.2,16.29,-0.1
15.69,497.7,15.83,0.04
19.18,496.39,15.09,0.15
15.72,494.94,15.66,0.08
9.89,493.32,16.58,-0.02
8.46,492.07,16.43,-0.06
12.52,496.1,17.13,-0.03
16.67,496.43,16.08,0.1
17.76,495.94,14.92,-0.22
14.77,495.82,15.11,-0.07
9.63,493.96,14.82,-0.25
4.5,491.2,17.15,-0.09
3.73,492.71,18.6,-0.11
6.55,497.02,21.28,0.04
13.75,500.38,18.59,-0.01
15.34,500.53,17.94,-0.24
12.85,499.26,17.0,0.11
9.1,498.36,17.83,-0.05
7.73,495.65,16.34,-0.19
11.87,493.85,14.13,-0.09
19.87,496.0,12.63,-0.1
25.53,496.31,11.81,-0.02
15.46,495.57,13.13,0.15
12.56,492.32,14.15,0.03
22.6,496.67,16.1,0.12
21.07,498.33,17.15,0.2
17.75,495.18,15.05,0.39
20.21,492.39,13.11,0.16
15.19,493.7,14.61,-0.04
15.22,501.06,18.28,-0.14
27.99,503.11,17.12,-0.35
25.28,501.09,17.14,-0.14
17.36,498.51,16.19,-0.02
14.75,498.37,15.8,0.13
14.64,499.71,17.53,0.25
15.72,495.6,15.89,-0.11
18.13,493.66,14.76,-0.19
22.48,491.58,13.42,-0.01
19.86,491.56,13.29,0.07
15.73,493.98,13.67,0.18
15.5,494.05,14.36,0.04
17.94,495.77,15.49,-0.33
17.25,495.98,15.86,0.15
10.74,495.96,15.28,-0.09
5.5,495.84,17.36,0.03
5.53,494.77,17.79,0.03
8.21,494.84,15.26,-0.03
13.31,495.22,13.1,-0.2
18.07,495.15,11.78,-0.05
13.08,494.73,12.83,0.11
8.67,492.55,15.58,0.15
11.52,495.31,16.82,0.02
17.29,496.86,16.18,-0.05
21.7,499.44,16.42,0.18
27.29,501.39,17.01,0.07
25.28,501.24,17.09,0.11
17.88,499.26,17.02,0.08
14.51,498.16,16.57,-0.01
9.54,495.42,15.57,-0.12
7.32,494.1,14.54,-0.14
13.45,495.72,15.42,-0.01
11.61,494.72,14.66,0.02
6.72,494.14,14.92,-0.2
4.95,491.85,17.12,-0.02
8.44,495.69,17.95,-0.04
15.97,500.68,18.33,-0.06
18.16,501.34,17.1,-0.1
11.77,496.83,16.47,0.05
9.62,493.31,15.44,-0.1
14.61,492.8,14.71,-0.15
25.08,492.45,14.1,-0.32
25.92,495.17,15.91,-0.0
26.34,498.85,17.47,0.16
23.92,499.43,17.42,0.12
13.51,498.11,17.67,-0.02
11.71,494.02,15.17,-0.06
13.55,493.83,16.69,-0.02
20.73,495.72,16.26,-0.18
24.58,495.24,15.39,0.11
21.37,496.31,15.96,-0.11
12.7,493.23,16.37,-0.11
11.62,490.87,15.46,0.02
13.1,493.57,17.12,-0.11
13.17,497.19,19.27,0.0
14.16,495.1,17.52,-0.16
14.17,498.24,17.6,-0.09
16.98,500.95,17.55,-0.03
18.85,499.09,17.35,-0.16
17.27,496.92,17.19,-0.18
9.23,494.75,16.5,-0.23
4.74,492.4,17.22,0.02
4.37,492.51,14.67,0.02
6.5,492.87,15.58,-0.03
12.89,495.24,15.12,-0.16
15.55,496.6,14.49,-0.08
10.64,500.2,17.9,0.05
16.56,501.06,18.9,-0.03
18.83,498.86,18.22,-0.13
14.75,499.39,18.59,-0.16
17.67,502.64,18.57,-0.09
19.65,502.12,17.17,-0.05
22.48,499.67,15.85,0.2
28.2,496.4,14.92,0.09
25.74,495.05,15.48,0.14
18.36,494.16,15.99,-0.14
11.88,493.58,16.47,0.01
11.73,496.29,16.47,-0.03
14.34,496.33,15.82,0.01
15.99,496.73,15.08,-0.18
12.08,495.44,14.94,0.17
5.62,492.89,16.04,-0.08
3.95,490.82,16.57,-0.03
5.01,495.51,18.18,-0.23
9.5,497.42,18.57,0.12
17.32,499.48,18.02,0.02
18.74,500.3,17.84,0.09
14.78,498.9,17.11,-0.01
12.39,498.35,16.22,0.07
11.21,498.47,15.04,-0.04
11.01,496.22,14.97,0.02
12.19,497.02,14.31,0.13
12.9,496.8,14.04,0.08
10.58,494.33,13.97,0.01
18.24,494.61,15.14,0.11
31.54,497.13,15.38,0.35
25.45,499.19,15.97,0.5
28.55,496.24,13.5,0.24
33.69,494.12,12.96,0.07
20.16,494.21,14.45,0.18
16.07,499.78,17.18,0.09
28.5,502.39,16.95,-0.01
29.4,501.37,16.64,-0.09
19.51,500.12,16.49,0.13
13.32,499.8,17.57,-0.06
11.44,499.85,18.38,-0.05
12.7,497.5,16.91,-0.09
16.48,495.16,16.39,0.07
19.34,494.28,14.28,0.09
23.9,495.57,13.1,0.23
37.37,496.47,11.53,-0.04
27.93,495.54,12.2,-0.05
18.52,494.67,14.59,-0.19
14.27,495.27,15.62,-0.11
7.31,495.32,15.93,-0.0
4.64,493.56,19.45,-0.13
5.34,491.73,17.64,0.06
6.82,494.08,15.56,-0.06
9.33,494.07,13.68,-0.06
11.33,496.22,13.72,0.15
9.9,493.87,15.32,0.2
10.15,494.82,17.45,-0.03
11.57,495.39,17.59,-0.05
16.44,496.14,15.8,0.02
18.55,496.98,16.19,0.2
19.29,498.33,16.4,-0.07
17.44,498.31,16.49,-0.01
13.02,498.08,16.04,0.03
11.73,498.43,17.11,0.06
10.87,496.25,16.81,-0.05
8.83,494.36,16.06,-0.32
21.34,495.75,13.22,-0.08
20.47,495.65,12.58,-0.11
9.86,494.83,15.56,-0.05
9.06,492.75,14.27,0.18
15.35,497.13,17.58,0.03
26.71,502.48,18.32,-0.08
27.45,502.26,17.24,-0.15
14.14,497.6,16.55,-0.01
9.88,491.47,14.42,-0.03
11.48,491.22,14.71,-0.16
16.17,492.07,14.34,0.02
19.05,495.11,16.81,0.09
24.64,497.09,17.0,-0.1
20.07,497.55,17.63,-0.14
13.22,494.99,16.72,0.06
13.13,493.24,16.54,-0.05
16.49,493.8,16.03,-0.18
21.25,495.96,16.35,-0.09
23.48,498.6,17.19,-0.15
22.66,497.91,16.5,0.09
17.75,494.64,16.28,-0.01
15.65,492.61,16.05,-0.14
15.64,494.41,15.75,0.16
14.23,497.2,18.21,-0.05
14.48,496.13,16.64,0.08
13.44,498.14,17.6,0.02
15.37,498.64,17.44,-0.05
18.52,498.3,18.37,-0.27
16.51,495.7,17.33,-0.23
9.19,492.06,15.46,-0.06
6.17,491.78,16.1,-0.17
5.12,489.38,16.24,0.13
5.71,492.03,15.96,0.02
8.33,492.94,16.9,0.2
11.12,494.83,16.63,0.04
11.28,500.0,18.6,0.14
22.29,502.0,17.82,0.07
29.32,501.65,18.75,0.06
19.56,501.2,19.13,-0.15
18.53,501.44,18.49,-0.09
26.76,502.18,17.37,0.17
28.78,500.54,16.91,0.09
25.96,497.36,16.37,-0.24
27.52,495.46,16.08,-0.26
24.99,494.76,15.59,-0.05
16.1,494.01,15.74,-0.06
11.15,495.52,16.33,-0.21
10.46,498.56,17.85,-0.02
12.36,498.1,16.49,0.03
9.92,497.48,17.89,-0.18
6.21,494.98,17.56,0.04
5.45,494.22,17.44,0.04
6.18,496.17,19.18,-0.07
10.19,497.74,18.55,0.26
15.57,498.97,16.95,0.15
16.72,497.94,17.58,0.02
17.13,497.02,16.9,-0.04
15.75,498.21,16.79,-0.01
11.42,497.72,16.55,-0.09
8.01,495.31,14.98,-0.01
7.02,495.78,15.57,-0.2
6.46,493.81,14.65,0.15
8.99,493.85,15.31,0.08
21.03,496.06,14.65,0.14
31.98,497.85,15.02,0.26
27.47,498.46,14.55,0.54
30.11,495.86,13.36,0.38
29.14,494.32,13.03,0.03
16.07,494.04,14.74,0.12
12.55,498.0,16.63,0.07
21.48,498.97,16.54,0.02
25.89,499.48,16.15,-0.11
19.53,499.13,16.73,-0.25
13.36,498.93,18.31,0.12
12.72,500.18,18.63,0.05
15.2,499.13,18.01,-0.22
16.64,496.95,16.48,0.05
15.71,496.28,15.32,-0.01
26.42,497.21,12.5,0.21
41.5,496.43,11.02,0.25
28.3,494.94,11.09,0.1
12.44,492.91,13.32,-0.21
7.37,494.01,15.9,-0.19
3.85,494.43,20.4,-0.13
5.71,492.81,14.98,-0.09
7.77,492.0,15.4,-0.16
6.51,493.47,16.28,-0.34
5.61,492.28,15.62,-0.12
6.5,493.39,16.32,0.07
7.31,493.97,16.95,-0.07
9.31,495.03,16.7,0.01
10.3,494.17,16.5,-0.06
12.47,494.14,15.56,0.09
12.74,495.12,15.9,-0.07
12.2,498.7,17.7,-0.03
12.58,497.21,16.86,-0.15
11.7,495.99,16.07,-0.12
11.72,496.0,16.03,0.09
11.1,495.86,16.49,-0.12
8.66,493.94,16.95,-0.13
45.53,496.24,11.31,0.25
49.11,496.0,10.93,-0.05
21.77,494.83,13.01,0.06
11.22,493.95,17.06,0.12
13.48,499.25,20.09,-0.26
20.76,503.92,18.75,0.04
19.1,502.03,17.2,0.01
8.51,495.7,16.62,-0.09
5.64,490.03,14.72,0.17
7.0,488.98,14.51,-0.26
9.62,490.94,14.32,-0.07
15.08,491.72,15.71,-0.08
19.57,493.58,15.63,-0.06
15.52,494.38,16.74,-0.26
12.3,493.1,16.66,-0.02
13.16,492.52,18.1,-0.1
17.05,497.72,19.21,-0.22
21.4,499.3,17.93,0.01
21.77,500.8,17.82,-0.0
23.57,499.29,17.53,0.02
22.12,496.82,17.84,-0.06
21.88,494.47,15.6,0.04
16.68,494.49,15.7,0.23
11.77,495.8,16.65,-0.3
9.57,494.59,17.5,-0.16
12.08,493.98,15.01,-0.17
17.34,494.68,16.25,0.05
20.98,497.55,17.42,-0.23
16.35,495.29,16.82,-0.17
