amp1,x01,w1,y0
20.52,498.89,16.02,0.01
12.08,495.52,15.2,-0.08
4.99,492.29,17.12,-0.09
5.51,491.41,18.08,-0.07
9.84,493.95,16.72,-0.04
13.98,494.41,15.64,0.17
11.23,492.7,16.45,-0.28
9.18,491.73,16.29,-0.04
9.56,491.32,15.83,0.06
7.62,491.69,15.61,-0.11
5.97,489.53,15.64,0.07
7.33,494.77,16.85,-0.21
10.91,495.77,15.74,-0.02
17.3,495.86,14.19,0.16
19.58,496.07,15.34,-0.03
14.95,498.56,18.5,-0.02
11.17,497.96,18.06,0.03
10.83,494.52,16.07,-0.04
13.28,494.87,15.01,-0.25
15.52,494.8,14.15,0.3
17.24,496.22,14.88,0.23
24.81,498.26,13.89,0.01
31.81,498.63,13.73,-0.05
23.39,498.26,15.4,-0.11
17.47,497.95,15.89,0.02
14.14,496.54,15.53,-0.0
11.8,494.69,15.82,0.12
12.25,495.69,15.94,0.15
12.59,497.85,16.44,-0.12
10.54,495.21,16.93,-0.09
8.62,494.62,17.07,-0.08
7.59,495.29,17.76,0.15
7.44,496.41,19.89,0.21
10.19,497.57,19.26,-0.24
14.68,497.65,18.46,0.09
9.73,495.5,17.1,0.08
8.69,496.25,16.21,0.02
8.63,495.26,15.87,-0.13
8.87,495.27,16.48,-0.06
9.24,494.51,16.85,-0.25
11.43,494.04,15.62,-0.12
13.14,494.42,14.77,-0.21
10.0,492.94,15.08,-0.08
8.75,492.45,14.67,0.13
10.67,490.43,13.83,-0.02
17.32,494.25,15.34,0.03
27.91,497.78,14.63,-0.07
24.89,499.72,16.02,-0.24
20.34,499.44,16.05,-0.14
16.89,496.67,15.22,0.18
16.38,495.74,16.35,0.41
17.83,496.77,17.3,0.2
19.55,496.99,16.43,0.15
19.02,497.26,16.35,0.02
13.26,497.04,18.13,-0.0
9.2,496.07,18.8,-0.05
12.19,498.61,18.29,0.18
15.4,501.0,18.55,-0.05
16.39,500.44,18.22,-0.09
16.22,498.47,17.29,0.17
15.04,494.6,15.97,0.05
12.19,496.65,17.92,-0.07
14.86,499.47,18.29,-0.16
18.97,497.88,15.46,-0.07
19.5,497.83,14.25,-0.02
14.72,496.56,14.16,-0.1
10.23,496.71,16.46,0.01
12.68,497.1,15.35,-0.0
19.45,496.92,14.66,-0.15
20.13,497.68,15.39,-0.01
21.48,498.88,16.33,0.11
25.42,499.16,15.74,0.05
24.29,501.63,16.93,0.09
31.12,501.68,17.15,0.24
39.49,497.63,15.18,0.18
32.09,496.59,15.36,0.12
21.64,496.26,16.87,0.08
14.49,495.18,16.46,-0.15
9.92,493.86,16.4,-0.02
12.17,495.31,16.24,0.1
16.06,499.93,17.07,0.04
24.51,502.17,17.61,0.08
30.18,501.01,17.48,-0.06
23.82,495.82,15.39,-0.02
33.01,491.96,11.92,0.11
28.41,491.21,11.75,0.21
12.89,493.45,14.53,0.24
10.78,496.6,16.4,-0.07
11.92,498.48,17.58,0.04
12.7,500.58,18.5,0.03
10.41,499.57,18.83,-0.08
11.03,495.53,16.88,0.03
16.98,495.42,15.15,0.03
16.32,495.91,15.28,0.1
6.98,494.35,17.82,0.02
5.23,490.5,15.2,0.01
6.67,493.06,14.75,0.11
11.17,493.71,15.74,-0.2
21.46,496.14,16.08,-0.02
30.0,497.36,15.95,0.09
35.1,496.26,14.25,0.14
22.48,494.48,13.71,0.07
7.72,490.32,13.18,-0.12
6.29,492.63,16.35,-0.04
11.6,492.79,16.52,-0.03
15.87,496.16,16.49,-0.12
13.63,495.67,17.54,0.0
10.15,491.57,16.67,-0.06
8.05,489.31,15.78,-0.07
5.75,489.15,16.64,0.0
5.56,492.28,18.13,-0.08
6.86,494.69,16.58,-0.05
9.57,495.0,15.82,-0.1
13.23,495.08,15.93,-0.14
14.26,496.69,16.56,-0.05
14.59,498.8,18.16,-0.02
15.6,497.36,17.1,-0.13
18.76,495.52,15.18,0.0
22.2,496.15,15.55,-0.02
23.18,495.72,15.48,-0.06
19.61,496.41,16.23,0.09
20.31,499.4,15.72,-0.12
23.95,499.17,15.54,0.05
26.32,497.04,14.76,0.06
21.28,497.19,14.48,-0.06
17.5,494.28,14.51,0.11
18.54,493.4,14.64,-0.03
17.66,496.48,16.94,-0.11
16.05,497.74,16.75,0.32
11.63,495.69,16.08,0.09
7.1,491.86,15.71,-0.09
4.42,493.2,19.18,-0.0
7.48,493.54,18.58,0.11
14.28,495.54,18.39,-0.18
20.81,497.39,17.72,0.12
10.86,494.16,17.04,-0.03
6.8,493.81,16.57,-0.07
8.16,495.03,16.26,0.03
10.66,495.85,15.17,0.02
8.48,494.13,15.04,0.06
6.16,494.75,19.17,-0.02
6.72,492.73,17.8,-0.1
6.94,492.15,17.21,0.14
5.42,489.19,14.74,-0.07
6.94,489.56,12.42,0.09
12.97,493.0,14.74,0.09
21.27,498.04,15.9,0.28
19.96,500.0,16.4,-0.1
19.53,499.07,15.39,-0.26
14.65,495.33,14.76,-0.03
12.58,492.28,14.22,-0.13
15.86,494.56,15.9,0.15
17.82,495.85,15.55,-0.03
15.1,495.91,16.64,-0.05
9.83,496.69,18.96,-0.12
7.78,497.25,18.85,-0.0
8.3,498.3,19.27,-0.07
11.03,500.56,19.25,0.09
14.67,503.41,19.94,-0.24
12.29,501.22,20.1,0.07
6.93,496.42,18.22,-0.04
6.16,495.42,18.0,-0.02
10.77,497.09,15.5,0.08
15.71,497.21,15.54,-0.14
14.07,496.35,14.8,0.2
9.02,493.55,15.0,0.01
8.45,495.89,16.62,-0.08
11.72,497.02,17.0,-0.22
15.17,497.96,16.61,0.08
22.07,497.09,15.43,-0.24
30.36,497.65,15.26,0.16
26.67,496.95,14.96,-0.23
21.39,498.27,16.21,0.0
31.76,496.23,14.4,0.07
44.91,495.01,12.85,0.3
33.13,495.17,14.34,-0.22
22.36,495.35,15.83,0.05
9.54,495.37,17.44,0.05
6.41,492.21,16.02,-0.17
11.99,496.03,16.91,0.09
18.47,498.38,15.89,0.14
21.98,498.19,16.39,-0.1
25.84,496.29,14.97,0.09
29.36,493.77,12.82,0.1
36.23,492.07,11.79,0.03
26.56,491.7,12.11,0.1
15.55,493.4,14.35,0.22
14.46,495.82,14.64,0.08
12.52,497.79,16.12,0.11
12.21,498.21,16.91,0.1
10.82,499.38,18.1,-0.11
14.07,497.63,16.52,-0.04
14.05,495.36,15.92,0.01
9.4,493.71,15.17,-0.27
5.68,493.55,16.42,-0.15
9.22,494.51,15.31,-0.18
10.98,492.92,14.61,-0.13
16.26,491.22,13.87,-0.1
27.91,492.55,14.6,0.05
37.12,494.54,14.1,0.14
45.49,495.86,13.4,0.38
34.44,494.76,12.94,0.31
13.59,492.11,14.14,-0.05
9.51,491.8,14.97,-0.13
15.28,494.18,15.9,-0.2
21.47,497.48,17.02,0.05
17.9,497.35,17.13,0.03
10.07,495.04,18.43,-0.16
6.22,489.43,15.4,-0.0
9.15,492.24,14.41,-0.07
14.55,494.82,14.58,-0.09
13.79,495.23,16.21,0.09
12.24,494.0,15.0,-0.19
12.9,494.84,16.17,0.12
14.55,496.74,16.74,-0.19
15.64,498.63,17.98,0.21
16.46,497.48,17.56,0.09
21.59,496.84,16.39,0.09
28.9,495.45,14.78,-0.06
25.68,493.81,14.54,0.11
20.62,495.28,15.29,-0.21
21.04,497.58,16.35,-0.07
22.62,496.59,14.53,0.2
23.38,495.77,14.29,0.22
22.48,496.51,13.68,0.01
21.5,495.83,13.88,0.04
23.96,495.8,15.14,0.03
21.09,495.78,15.52,0.05
16.64,497.01,16.42,-0.07
13.99,497.11,16.26,0.04
7.8,494.82,15.18,0.02
4.7,491.59,16.43,0.03
10.17,493.35,17.29,0.12
18.43,495.37,17.13,-0.0
17.61,496.44,17.8,-0.02
15.19,499.05,19.2,-0.06
11.16,498.54,18.28,-0.04
10.92,497.75,17.16,-0.05
11.61,496.16,15.99,-0.19
7.92,493.62,14.74,-0.12
4.07,493.85,16.57,-0.08
4.12,491.67,17.91,-0.07
3.66,493.36,18.13,-0.31
3.02,488.39,16.18,-0.05
3.45,487.8,17.93,-0.1
7.22,491.64,15.39,-0.11
13.52,496.79,15.45,-0.12
15.74,498.42,15.09,-0.14
13.77,497.16,14.77,-0.02
9.5,493.06,14.47,0.02
10.1,493.04,14.26,0.15
13.63,494.7,15.13,0.09
18.11,495.55,16.08,-0.04
19.16,495.58,16.23,-0.11
14.59,496.28,16.72,0.28
10.33,496.71,17.72,0.03
8.44,496.55,18.25,0.07
7.32,497.57,18.33,-0.12
8.59,499.94,20.92,0.06
6.65,498.65,21.0,-0.29
2.81,492.2,21.94,-0.11
2.84,491.16,20.13,0.0
6.92,493.38,16.01,0.1
12.29,495.6,14.84,-0.2
10.67,494.38,14.79,0.0
5.98,491.78,14.48,-0.02
6.98,494.6,16.3,-0.06
11.41,496.84,16.72,-0.24
15.37,496.26,15.94,-0.15
23.22,497.52,15.74,0.22
29.88,497.94,15.21,-0.05
25.55,497.92,15.71,-0.01
18.72,495.9,15.9,-0.03
18.73,493.28,14.89,0.11
24.74,492.78,13.85,0.02
24.29,493.61,14.54,0.09
15.92,494.58,16.71,0.05
5.64,492.51,18.35,-0.2
3.21,488.97,18.9,-0.12
6.69,495.19,17.07,-0.04
10.53,495.56,16.44,-0.13
12.7,493.25,14.85,-0.26
18.11,493.74,13.56,-0.02
22.07,494.19,13.02,0.01
19.78,492.43,12.78,-0.01
13.45,491.75,14.01,0.09
10.69,492.84,15.54,0.04
10.65,495.21,16.69,-0.11
10.24,495.77,16.54,-0.0
10.97,494.76,16.06,0.01
14.4,494.66,15.67,0.0
17.11,494.74,14.66,-0.05
12.36,493.28,14.12,-0.1
5.46,492.76,15.31,-0.13
6.58,492.89,16.6,0.06
11.51,495.41,15.41,0.06
13.9,496.65,16.64,-0.06
18.75,494.01,15.9,-0.0
25.66,492.22,14.48,-0.01
23.49,493.64,14.0,-0.01
28.82,495.74,13.78,-0.08
28.17,495.12,14.1,-0.1
17.6,494.65,15.11,-0.05
11.33,493.5,17.2,-0.04
16.77,495.22,15.91,-0.19
25.42,495.88,15.27,0.07
20.59,495.82,15.82,-0.23
11.44,493.59,14.7,-0.14
8.74,492.76,15.64,-0.04
16.71,496.69,16.3,0.1
24.83,497.16,15.41,0.02
19.65,496.74,16.17,-0.03
12.79,494.12,16.42,-0.04
12.9,492.31,16.15,0.02
11.68,495.77,18.05,-0.16
11.19,496.98,18.21,0.07
14.94,495.5,16.3,-0.01
21.41,496.04,14.39,0.01
30.99,494.32,12.52,0.07
24.07,491.98,12.56,0.16
19.47,491.27,14.21,-0.19
19.71,493.96,14.93,0.08
16.94,495.34,14.99,0.03
14.6,494.43,14.64,0.07
18.55,494.99,12.88,0.16
22.68,495.41,13.52,-0.03
23.05,495.38,14.34,0.13
18.18,493.34,14.22,0.06
13.75,493.29,14.57,0.04
12.21,494.45,13.71,-0.02
7.77,494.6,15.44,0.01
7.06,494.87,16.77,-0.04
12.4,496.2,17.48,-0.07
18.05,498.2,17.62,0.28
18.26,498.13,17.32,0.1
17.51,500.48,18.56,-0.31
15.04,497.68,16.1,0.02
12.65,496.56,16.5,-0.02
11.57,494.04,14.46,-0.14
7.84,493.37,15.38,0.09
6.65,495.5,15.57,0.02
7.02,492.69,13.96,0.19
5.43,491.13,15.23,0.03
3.86,493.5,16.76,-0.07
3.36,495.28,18.3,0.16
5.63,493.29,15.51,-0.0
10.82,497.84,15.96,0.06
15.99,497.39,14.17,0.01
16.23,495.75,13.17,-0.01
12.92,495.82,14.12,0.05
11.05,492.63,14.93,0.06
13.59,493.39,16.58,-0.23
18.33,495.1,16.67,-0.04
19.95,496.57,16.87,-0.12
15.88,495.84,16.52,0.05
15.24,495.23,14.85,0.03
11.89,495.0,16.17,-0.09
6.12,495.07,17.52,-0.07
5.02,492.76,18.14,-0.24
3.64,493.19,16.99,-0.25
2.88,490.21,15.5,-0.15
2.27,486.74,17.86,-0.07
2.93,490.26,16.95,-0.27
4.66,492.49,16.5,0.05
4.56,493.39,16.35,0.02
2.37,489.03,17.84,0.05
4.65,491.97,15.74,-0.15
7.5,494.49,17.14,-0.05
10.03,494.04,16.27,-0.01
15.01,495.85,16.52,0.14
23.39,497.34,16.12,-0.12
29.05,498.22,16.44,0.1
22.2,496.68,16.53,0.06
13.13,493.15,16.38,-0.15
18.4,492.9,15.49,-0.05
23.47,492.43,14.34,-0.0
11.88,490.62,14.14,-0.08
2.7,491.45,20.69,-0.11
2.98,489.13,14.83,-0.24
2.7,485.38,18.23,0.08
3.32,490.69,18.42,-0.2
4.4,492.07,18.68,-0.07
7.74,492.3,14.62,-0.08
10.74,492.64,14.21,-0.11
12.92,491.72,13.89,-0.2
12.6,492.21,13.85,0.09
11.89,494.3,15.17,-0.14
10.83,496.33,16.94,0.02
8.69,495.53,18.13,-0.06
9.64,491.15,16.01,-0.0
17.19,491.66,14.02,-0.03
18.95,492.58,13.53,0.35
13.16,492.92,13.39,-0.25
6.38,492.69,16.99,0.23
6.2,494.06,18.17,-0.26
10.12,495.75,16.97,-0.02
14.44,495.59,15.37,-0.06
20.54,494.96,15.22,0.25
19.9,494.02,14.78,-0.1
19.35,494.79,14.09,-0.03
24.91,497.14,14.71,-0.05
23.91,497.79,16.62,0.06
15.77,496.68,17.15,-0.03
9.29,494.01,18.19,0.05
13.06,493.13,14.73,-0.08
18.75,493.19,14.2,-0.2
18.97,493.02,13.84,0.05
12.54,491.91,13.31,0.02
9.7,493.38,15.25,-0.06
18.09,497.78,17.14,0.15
21.92,498.64,16.53,-0.0
15.81,496.88,16.85,0.12
12.34,493.56,16.7,0.07
13.78,494.16,16.18,-0.03
11.35,496.35,17.88,0.03
13.27,495.74,16.46,-0.12
22.89,493.76,14.1,-0.25
27.16,494.84,13.47,-0.04
24.98,494.53,12.97,-0.1
16.39,491.46,13.84,0.06
18.49,490.22,13.57,0.11
17.4,492.67,14.83,-0.03
13.15,495.18,16.1,-0.02
10.32,493.93,14.58,0.08
10.4,493.31,14.06,0.29
15.8,494.18,14.52,-0.11
17.89,493.47,14.64,-0.2
18.81,490.47,12.11,-0.01
10.66,489.14,12.18,-0.05
7.43,491.76,13.75,-0.04
9.44,497.41,16.63,0.22
12.0,497.65,16.05,0.02
12.6,496.86,17.05,0.03
16.17,498.2,16.22,-0.02
18.86,500.73,16.97,0.16
16.2,496.27,15.83,-0.18
16.01,494.01,13.68,0.05
13.48,494.0,14.07,-0.15
10.49,494.33,15.3,-0.15
8.75,497.01,16.55,0.02
9.11,495.49,17.34,0.04
11.28,494.19,16.11,-0.03
11.81,493.09,15.97,-0.26
10.5,494.89,15.84,0.06
9.51,497.06,15.92,-0.03
9.28,497.18,17.0,-0.1
15.39,497.81,15.86,0.04
26.2,497.7,14.13,0.03
30.68,496.86,13.07,0.16
22.57,497.58,14.12,-0.09
18.86,495.6,14.43,-0.06
18.57,492.38,14.67,-0.02
20.94,495.7,16.3,-0.15
18.54,497.72,17.47,-0.02
15.82,495.62,15.98,-0.08
18.58,494.49,14.79,0.11
17.45,494.35,14.75,0.04
11.83,495.4,15.23,-0.11
7.29,495.98,15.69,-0.06
4.4,492.27,14.82,-0.14
3.42,492.76,15.73,0.08
2.67,489.03,12.68,-0.07
2.49,491.35,16.11,-0.08
3.84,490.08,15.16,-0.27
2.87,490.28,16.36,-0.08
2.02,489.67,14.3,-0.29
2.62,492.75,21.2,0.01
3.75,492.62,19.26,-0.03
7.4,489.5,14.76,-0.28
18.03,491.99,14.56,0.02
31.16,494.23,14.48,0.08
33.07,495.91,16.1,0.03
22.24,495.7,16.5,-0.01
13.09,493.47,16.55,0.16
16.25,493.54,15.94,0.05
19.28,492.23,13.76,0.19
9.61,492.12,14.89,-0.1
6.82,492.58,15.97,0.07
6.02,491.67,16.19,0.05
3.5,491.46,18.62,-0.02
2.02,488.3,18.29,-0.15
1.97,489.77,21.66,-0.03
5.41,488.6,16.23,-0.25
11.24,493.33,16.55,0.03
14.9,495.43,16.44,0.06
15.32,495.53,16.07,0.07
13.5,496.95,16.85,-0.03
9.45,496.96,18.1,0.02
6.22,492.96,18.99,0.03
8.45,488.1,13.4,0.06
16.0,489.75,12.7,0.15
19.23,491.92,13.45,0.32
20.82,493.61,13.85,-0.13
16.98,495.9,15.11,-0.17
13.37,496.96,16.6,0.03
16.44,496.02,15.2,0.15
22.75,495.84,14.62,-0.0
27.7,493.87,12.91,-0.04
26.15,493.79,13.2,0.01
27.71,495.1,14.33,-0.04
26.77,497.27,15.9,0.04
20.37,499.58,18.1,-0.06
11.74,497.5,18.73,-0.01
9.03,494.8,16.5,-0.08
9.08,493.69,16.79,-0.12
9.45,492.39,15.65,0.08
9.81,491.6,13.58,-0.03
8.39,492.1,15.06,-0.2
8.9,493.6,17.23,0.0
12.79,495.27,16.61,0.16
12.59,497.21,17.23,0.17
9.99,496.95,17.82,-0.18
10.19,496.19,17.93,0.2
11.45,496.5,17.04,0.05
11.81,497.45,17.7,-0.1
14.87,496.2,16.9,0.05
20.0,493.83,15.17,0.09
22.17,494.76,14.47,-0.18
18.77,495.16,15.44,0.15
15.57,495.0,16.33,0.15
16.19,492.5,15.55,0.07
15.98,493.09,14.61,0.19
10.91,494.7,15.7,0.05
7.0,494.1,16.89,-0.09
9.13,492.11,14.33,-0.17
14.59,493.49,14.63,-0.05
19.1,491.1,13.68,0.01
18.24,489.23,12.32,-0.07
9.18,489.44,13.62,-0.03
6.22,493.09,13.18,-0.22
11.89,497.34,15.87,0.13
15.13,498.71,15.18,0.07
11.72,498.23,16.78,-0.09
12.86,499.31,17.32,-0.05
12.36,499.31,17.03,-0.05
9.03,491.87,14.34,-0.27
10.05,491.34,13.03,0.09
7.76,491.1,13.67,0.09
7.08,492.93,14.33,0.15
7.96,496.83,17.83,0.1
9.52,494.03,17.29,-0.23
14.09,493.73,16.9,0.05
18.6,494.8,16.29,0.07
19.7,497.55,17.33,-0.11
15.67,497.2,16.6,0.0
12.65,496.65,15.87,0.08
15.88,496.01,14.74,0.17
27.63,496.16,14.03,0.01
32.7,497.31,13.67,0.04
23.95,498.11,14.51,0.09
21.68,496.55,13.96,-0.03
18.88,493.65,14.95,0.16
21.45,496.41,15.57,0.02
17.36,497.71,17.98,-0.05
16.31,493.9,15.73,-0.24
21.2,493.73,15.14,-0.22
25.95,494.18,13.99,-0.15
23.72,495.3,14.47,0.14
12.5,496.02,15.68,-0.07
4.62,493.77,16.48,0.11
3.04,493.3,21.36,-0.0
2.71,489.67,20.13,-0.19
7.9,492.89,12.43,-0.14
10.02,493.1,14.23,-0.12
7.1,494.07,15.74,0.03
2.84,490.72,21.48,-0.08
2.08,494.3,22.93,-0.09
4.06,494.09,17.22,0.2
6.62,492.5,18.02,0.02
19.66,490.14,13.12,0.11
31.0,492.17,13.55,-0.15
26.33,493.73,15.2,0.19
15.99,494.49,16.07,-0.02
9.49,494.78,16.53,0.08
8.55,492.33,15.74,-0.05
10.04,491.78,14.65,-0.1
11.74,493.23,14.63,-0.12
14.33,494.72,15.71,-0.02
12.7,497.02,17.77,0.07
9.29,494.16,17.14,-0.08
5.23,489.96,16.31,-0.03
3.73,490.41,17.09,-0.16
8.11,491.48,16.59,-0.16
13.76,494.81,17.48,-0.01
15.16,495.93,17.09,-0.16
14.43,496.06,17.35,-0.16
11.6,498.11,18.7,-0.17
7.23,495.76,18.25,-0.03
4.6,490.99,18.69,-0.18
7.46,487.78,13.2,0.02
12.81,489.33,12.76,0.03
18.95,492.05,13.65,0.01
28.83,493.23,13.5,-0.07
29.84,495.7,14.49,0.02
28.85,497.54,15.19,-0.0
25.69,497.58,14.85,0.06
25.65,496.6,14.51,-0.01
25.24,495.06,14.32,0.11
25.32,494.88,14.54,0.21
26.79,495.33,14.77,0.33
18.74,494.49,16.23,0.05
14.88,494.56,16.51,0.02
13.87,493.7,14.63,0.0
13.71,496.19,16.04,0.08
14.16,497.56,16.02,-0.12
10.53,495.79,15.57,0.08
8.36,494.94,17.7,-0.1
11.55,495.06,16.41,0.09
11.26,495.33,17.99,-0.05
9.97,497.44,19.19,-0.1
9.53,497.23,18.61,-0.04
9.47,496.41,18.08,-0.12
11.84,497.63,16.68,-0.12
10.89,496.77,17.69,0.11
10.74,494.57,16.9,-0.12
9.13,494.05,17.65,-0.05
10.22,492.96,16.76,-0.13
11.03,496.01,17.16,0.13
13.88,499.04,18.42,0.16
20.05,500.59,18.44,0.2
20.95,496.39,16.07,0.18
16.95,494.44,14.38,0.39
11.26,494.28,15.43,0.2
8.03,492.71,17.02,0.06
12.69,492.53,14.24,-0.08
18.8,492.93,13.61,-0.03
21.49,491.71,13.58,0.1
20.66,492.88,15.38,0.03
14.29,497.6,18.25,0.05
7.67,495.96,17.61,-0.22
9.61,496.29,15.28,0.32
12.35,497.03,14.66,0.1
12.78,498.02,16.69,0.03
15.14,497.23,16.31,0.14
10.57,497.07,17.14,0.08
5.29,494.06,16.18,-0.12
5.52,494.36,17.36,0.17
6.11,496.5,16.48,-0.0
5.94,494.14,18.03,-0.09
7.13,492.11,16.79,-0.17
11.6,490.4,15.59,0.03
17.44,495.26,17.83,0.15
28.11,500.83,19.25,0.03
30.52,502.02,18.86,-0.15
18.87,498.2,18.12,-0.22
13.44,494.26,16.55,0.01
14.19,494.99,15.09,0.05
19.04,495.58,14.13,0.02
21.96,497.46,13.78,0.01
17.5,498.44,14.73,0.03
12.34,497.09,15.04,-0.09
10.46,495.34,15.23,-0.08
11.3,497.89,17.31,0.03
11.3,495.3,16.19,-0.15
15.13,493.14,15.79,0.03
23.25,494.58,14.95,0.21
25.41,494.94,14.18,0.23
22.62,496.14,14.61,-0.09
12.75,495.59,15.27,0.07
3.79,493.39,17.03,0.03
2.66,495.74,22.04,-0.16
5.76,494.3,15.71,-0.01
11.41,494.89,14.12,0.13
14.98,495.81,13.96,0.01
11.35,494.99,14.05,-0.02
6.0,493.52,16.99,-0.11
7.76,497.82,18.73,-0.26
12.05,500.48,17.03,-0.14
12.44,499.35,18.09,-0.01
15.08,493.01,14.53,-0.04
19.57,492.84,14.0,0.02
13.94,494.01,15.49,0.1
7.26,497.62,20.11,-0.02
4.36,496.79,20.61,-0.1
4.12,489.18,16.62,0.13
8.24,492.09,15.59,0.12
15.68,493.63,15.24,0.05
18.31,494.29,15.19,-0.06
14.2,494.71,16.3,-0.03
10.69,494.26,17.38,0.05
7.06,494.51,17.94,0.05
5.95,492.36,17.19,-0.05
8.9,493.82,17.76,-0.05
10.66,494.26,16.79,-0.11
9.58,493.35,16.26,0.17
10.92,494.17,16.14,-0.05
11.29,496.21,17.41,0.0
10.17,495.09,16.85,0.01
9.42,492.92,16.37,-0.02
7.95,492.09,17.28,0.19
9.98,491.88,15.67,-0.01
16.73,491.46,13.93,0.06
25.63,492.25,13.69,0.1
30.96,494.94,13.95,0.16
33.88,496.54,13.89,0.02
24.55,496.16,14.59,0.06
16.33,495.79,15.7,0.05
16.78,496.34,15.82,-0.11
17.07,495.57,15.55,-0.13
13.17,493.97,15.32,-0.17
7.92,491.66,16.88,-0.28
10.25,491.81,13.69,0.0
13.54,494.18,13.6,-0.05
14.65,497.06,15.32,0.02
13.66,497.33,16.08,0.06
11.32,496.17,16.02,-0.18
9.19,498.9,19.17,0.14
11.1,497.54,19.18,0.25
10.85,497.63,18.64,0.23
10.91,501.97,19.42,-0.02
12.5,500.35,18.63,0.01
13.45,496.85,17.42,-0.02
15.68,497.26,17.27,0.07
12.96,495.84,16.96,0.03
10.54,491.57,15.82,0.02
7.92,493.17,17.18,0.14
7.49,495.17,18.85,0.02
7.44,497.87,20.95,-0.0
11.1,499.81,20.05,-0.21
20.21,499.46,17.91,0.08
23.45,496.87,15.98,0.85
18.76,495.62,13.95,1.24
14.14,497.44,16.27,0.37
13.97,495.45,16.88,0.04
13.34,493.53,15.95,0.06
15.54,493.04,14.63,0.35
17.82,494.67,15.3,0.14
22.67,498.92,17.07,0.02
19.09,501.6,18.34,0.04
8.47,499.22,20.22,-0.09
5.72,494.15,20.01,-0.14
9.0,494.18,16.24,-0.08
14.18,495.11,15.15,0.24
15.91,496.84,15.62,0.0
14.24,494.51,14.58,-0.02
7.8,497.48,17.86,-0.21
11.66,499.33,17.79,0.49
16.03,499.59,16.99,-0.02
12.78,497.78,16.91,0.05
6.8,493.67,18.52,0.03
9.73,491.54,16.63,-0.08
19.39,500.7,19.09,0.1
39.06,506.28,18.73,0.23
38.86,506.57,18.64,0.09
20.3,498.94,18.64,-0.15
15.5,493.49,15.31,0.1
11.06,496.61,16.65,-0.08
11.36,496.92,16.42,-0.01
10.89,496.96,15.3,0.04
7.62,494.88,14.66,0.14
8.01,494.99,12.95,-0.05
9.42,494.86,13.53,-0.07
7.4,494.09,14.57,-0.22
8.35,493.25,15.64,-0.07
14.71,494.0,15.69,0.15
21.3,494.67,14.78,-0.24
18.64,496.2,15.95,-0.1
17.2,497.27,16.63,-0.01
11.96,497.06,16.51,-0.01
5.42,495.82,17.02,0.12
7.96,494.91,15.69,0.02
12.19,497.89,15.8,-0.34
12.19,497.42,16.57,-0.02
11.74,497.86,15.68,0.03
11.9,495.58,14.99,0.03
12.82,496.98,17.21,-0.06
17.65,499.25,17.55,0.02
22.97,502.13,17.19,-0.22
23.43,501.37,17.41,0.23
17.13,496.16,16.21,-0.08
13.5,494.28,14.88,0.05
8.05,495.22,16.14,-0.15
3.75,491.24,18.18,0.15
2.47,490.02,20.07,-0.02
3.21,489.62,17.79,0.02
6.86,491.55,15.77,-0.29
13.97,491.99,15.64,-0.18
17.45,493.11,15.74,0.05
12.7,493.9,15.5,-0.02
8.98,495.17,16.83,0.18
7.59,494.92,17.09,0.1
5.64,493.88,18.82,-0.17
7.74,496.31,18.32,-0.21
7.93,496.11,17.83,-0.15
7.49,491.84,14.12,-0.05
10.04,493.77,15.21,-0.01
12.19,496.19,16.95,-0.09
15.38,495.89,17.42,-0.1
15.08,495.81,17.44,-0.16
11.77,496.89,17.16,-0.25
17.24,495.98,15.37,0.19
20.61,493.49,14.1,0.28
20.13,492.25,13.77,0.14
23.85,495.36,13.96,-0.11
28.18,495.67,13.66,0.08
19.28,494.82,14.36,-0.14
14.28,494.82,15.57,-0.03
15.01,496.13,15.71,0.13
10.86,494.03,15.8,-0.1
7.11,491.07,15.48,-0.05
4.62,488.76,15.51,0.01
4.78,491.04,15.64,-0.11
6.34,492.46,14.58,0.04
8.47,495.33,15.61,-0.05
9.7,494.56,16.01,-0.18
7.68,496.42,19.39,-0.09
6.05,495.09,18.78,0.06
7.47,496.22,17.8,-0.01
11.05,499.33,17.91,-0.2
17.34,504.97,17.3,-0.15
18.55,502.5,17.7,0.16
13.85,495.9,16.3,-0.02
13.38,495.54,16.05,0.04
10.21,494.59,17.11,0.11
9.14,494.32,17.35,-0.03
9.29,496.09,18.62,-0.12
9.33,497.4,18.69,-0.09
9.16,496.0,16.84,-0.15
12.57,496.78,16.9,-0.05
20.77,495.22,15.27,0.33
24.47,495.75,14.36,0.73
20.0,498.42,15.77,1.19
22.4,498.96,17.24,0.44
19.74,496.24,17.26,-0.07
12.55,495.26,17.41,0.0
13.66,495.75,16.24,0.19
18.68,497.82,15.56,0.23
22.12,499.98,16.63,-0.05
16.2,499.99,18.75,-0.1
6.97,495.58,22.78,0.03
7.19,493.88,21.07,0.05
9.6,492.45,17.02,-0.09
12.44,494.53,15.67,0.02
16.73,496.75,14.87,-0.2
23.57,495.98,14.05,0.04
13.48,496.59,15.78,0.01
17.57,499.03,17.43,-0.05
21.05,499.43,17.22,-0.19
15.65,497.98,17.72,-0.29
8.63,493.54,17.59,-0.09
8.35,490.99,18.11,0.07
14.21,500.69,20.31,-0.02
26.2,505.02,18.9,-0.14
25.15,505.24,18.94,0.03
18.35,499.16,18.25,-0.22
16.79,497.58,17.8,-0.0
